star_rating,review_body
-1,"This case was very pretty and very functional.  It seemed to be very well made.  However the first night I got it,  I had to take my phone out of the case to charge it.  I was very disappointed in that.  I tried all three chargers and it would not charged in the case.  Had I been able to charge my phone while it was in the case I would of kept it.  Unfortunately I could not so I had to send it back."
1,"Pretty case, looks just like the picture"
-1,"It is not for iphone 5, it has an adapter and that's not what they're selling with that picture."
1,"My product started to peel off in the corners, but I emailed the company and called. They were super nice and replaced my back cover no questions asked!! Highly satisfied with my order!!"
1,works perfect
1,"Just as described, no defects whatsoever! Will buy from you again!"
-1,Worst chip!
1,"I do like this case a lot! After reading reviews and seeing that it splits apart, I am just waiting for that day. In the meantime, I love this case a lot, it is not too slim and can still grip it great. I hate the fact these phones are so fragile and have to hide it, but this case still protects it and can still see the design of this expensive phone!"
1,I got the clear one. Love it. It so thin but good enough for light protection. I normally do not like using the case but this one is really good. It's make me more comfortable to hold and also show the beautiful look. I'd recommended it.
1,"I bought these as a  backup for my LG Tone set.  They actually sound pretty good and are pretty comfortable.  They pair and connect quickly.  However, sometimes I like to leave one ear out so that I can hear what's going on around me (when on a call or listening to podcasts), and they will pull on your ear.  This is one of the downsides of these types of bluetooth headsets with just a cable connecting the two earpieces."
1,"Not sure what I would have done while motorcycling, in Europe, without it.  I can take the micro SD card out of my camera or GoPro, edit the video/pictures and put the cards back in the camera/tablet/gopro or phone.  Great idea/"
1,Works great
-1,it broke within a week of purchasing.  Total garbage!
1,"Works really well but the instructions aren't clear at all, it's sorta self explanatory though."
1,I love my Tempe for camping trips. Hook this up to your backpack or hang it outside / in the tent / wherever and you'll get much more accurate temperature logs than you do with a watch on your wrist. If your very interested in tracking temperature while out in the wild and still want to huddle down in your sleeping bag while you check the temperature outside this is worth it.
1,"I LIVE WAY OUT IN A METAL CLAD HOME. SINCE ADDING THE SIGNAL BOOSTER TO MY HOME AND ONE FOR MY CAR, I JUST DON'T DROP CALLS"
-1,"I bought two of these phones when they first came out (August 2015). So far, my screen has gone black and now my flash doesn't work and my husband's screen has also gone black and he cannot use his phone without an ear piece because his speaker no longer works. Our screens did come back on within 24 hours. I emailed BLU and never heard back. Maybe others have had better luck, but my experience has been less than stellar."
1,"Plugged right in, don't believe all the one star comments"
1,"Great sound, and easy to install.  The quality was top notch for the price.  I wish I would have stuck to my JL's sooner..."
0,So good
-1,Stopped working one month after purchase
1,My 7 year old loves them and can use them with no problems. No more Tangles here.
-1,Not real leather.
1,I really like this case. It fit my phone really well and looks really cute too. I've already dropped it a couple of times and it helped keep my phone from getting scratched or breaking. Defiantly worth the money i paid.
1,"Fantastic.  These have good range, come in variety of different colors, and come with a convenient key chain tag.  I use them with Tasker / Trigger app combination on my android device.  Love how efficient my device has become because of them!  Turns menial, sometimes-tedious, tasks into an even simpler tap of your device."
1,I bought this a few months ago and it still looks pretty good thank you muah!
